product_code,recommend_product_codes_concated 
23632,856470#27310#206601#1319#159447#217652#6056#1417#181064#66801#73866#541675#402631#168643#44897#49078#10585#32240#66648#4400#166294#3475#161062#1218#819#990#8043#981#1408#66188#439028#73906#338984#7317#11963#159381#854374#221641#857569#439#857695#829174#818445#173736#158482#63390#668194#862628#66337#184920
70822,11621#4739#656610#505497#11225#71715#349588#676351#70406#46912#209629#69843#277959#22104#164744#439568#11706#10747#538254#432207#73415#1762#18412#195120#70413#160546#1592#488038#4700#2458#728#3593#168474#729#165692#71308#200048#337117#1401#2046#11760#1126#5081#441274#4567#5911#164427#155532#59111#804393
711397,63804#325523#59947#656995#2396#3127#2119#482710#7852#63951#46528#513087#507851#63529#68954#34135#815257#666725#271106#320186#333075#55073#451919#520059#30916#30658#301613#2987#2785#52567#155526#158627#7230#392#48202#533412#48170#170127#219070#365328#1737#188042#162397#199299#385263#3533#302775#11820#1836#186622
799223,788850#784307#10662#1086#858392#852041#37439#370448#47839#17804#7679#167615#810921#50646#305400#858035#71117#9401#15534#368627#172315#214752#214448#26417#1526#26032#2953#32551#539840#821805#486658#75597#1810#7059#174269#479307#75533#18231#15565#38218#211278#193663#65011#309727#6620#802399#8034#34278#77520#438308
184467,512473#219260#222303#768455#160973#5754#10749#3392#1162#1828#699352#4567#2773#360933#1322#391#11862#826110#468858#3321#221641#857569#439#857695#829174#818445#173736#158482#63390#668194#862628#66337#184920#2723#366571#814896#319737#168557#23632#70822#711397#799223#50058#167926#29007#271160#7514#38238#66143#828393
50058,71994#158122#808720#174310#24124#778395#1152#75106#5534#224037#35018#42411#159447#507951#160891#184922#73385#35461#167333#567329#372046#1320#73652#333075#157752#26902#154010#2457#195120#846454#9114#2755#33631#2713#794742#205388#57528#185155#47842#3120#179497#15065#14212#5780#2506#42#73651#168643#44897#9661
167926,844908#178871#612195#8761#181641#59079#811189#6111#29313#173739#29267#813324#165637#11640#11541#10572#221641#857569#439#857695#829174#818445#173736#158482#63390#668194#862628#66337#184920#2723#366571#814896#319737#168557#23632#70822#711397#799223#184467#50058#29007#271160#7514#38238#66143#828393#169178#54#2557#1626
29007,28309#23612#206879#10630#28954#30051#170874#12142#618759#43516#151894#450929#29569#12012#29557#29567#29723#28632#6031#170832#497517#666685#724081#29832#3171#156475#29654#519395#29578#3223#29658#29705#11235#458397#347#2355#4396#522440#1821#452808#7685#227117#29866#491404#157709#15836#43397#5935#555#73796
271160,73788#849452#41489#175793#489315#828268#167925#235947#236030#656176#716968#16173#401750#444367#27811#346004#849442#849986#181986#5126#852019#4077#666713#8104#26105#49058#464529#762337#70988#169206#34508#75456#710975#185820#199515#58868#9463#158507#808900#15609#3876#165649#218644#4740#816366#178535#183052#11883#360257#486658
7514,3593#258425#71242#814531#462305#513067#3242#39606#206296#2529#395405#1474#1630#4575#69736#1062#344#70921#7855#192065#2446#502864#32433#76185#7445#40270#2347#4532#58474#4522#1960#2004#627#7481#4602#7495#1709#168018#53993#274636#1401#2959#197763#31144#2915#2475#419388#1026#184610#3225
38238,305963#4951#271223#4471#3131#2037#15747#68989#35656#227127#19135#8439#74#159267#5574#483265#7682#15616#185103#2741#2876#5911#1754#2744#483136#12244#92#7159#497#3393#6456#753298#610#221641#857569#439#857695#829174#818445#173736#158482#63390#668194#862628#66337#184920#2723#366571#814896#319737
66143,838353#846936#7069#171256#167378#344254#809253#33209#198300#344119#666524#344097#413893#159809#189421#162097#1740#532#521486#166631#66133#6142#216341#167224#3789#160397#195139#66562#195116#2513#24164#3876#56708#778696#58756#2524#188483#11634#2434#3556#168645#21617#163158#586151#653560#164099#75795#479830#59635#607474
828393,5476#576756#9389#216748#172486#189943#9608#603#158627#54103#497505#1326#47871#23501#688#24782#59484#3617#160815#154566#29007#24075#12012#4532#167097#2617#555#24845#222#469427#857973#341#835590#6050#3411#3609#12025#221641#857569#439#857695#829174#818445#173736#158482#63390#668194#862628#66337#184920
169178,19833#848486#12817#221641#857569#439#857695#829174#818445#173736#158482#63390#668194#862628#66337#184920#2723#366571#814896#319737#168557#23632#70822#711397#799223#184467#50058#167926#29007#271160#7514#38238#66143#828393#54#2557#1626#5115#55847#274767#9516#11869#855997#59890#150112#32715#313235#862473#170888#659346
54,1#1114#5780#378391#3200#11008#1982#1113#160529#2961#2702#771#202795#5115#222#2458#78734#191000#4771#2446#2640#76454#2982#540909#411706#274646#64369#2413#55307#2686#3781#7495#2512#520006#94#800775#5767#5434#66170#408#2741#3929#3804#448#206296#448674#2695#28#809035#3925
2557,1982#421606#807849#852121#205545#567336#12112#75107#11598#861046#2556#183396#859974#857474#790832#551271#4329#2344#164782#2499#68662#506415#46686#221545#408356#47289#3462#376281#3166#179756#434743#31119#335495#167186#3068#1449#5280#287#5751#486658#352127#79230#725265#167333#190778#656719#72174#2903#2660#12140
1626,11476#1583#65011#550147#288#213818#298103#551447#226538#260900#160773#161501#1074#81987#1005#54885#829069#5570#11570#485532#75607#669151#74954#54835#5062#9592#4505#1049#1771#534#1650#12035#808619#286#160046#487911#150112#532106#28840#2348#32724#207023#715144#1483#3709#30469#179220#285983#9535#34278
5115,206296#197073#483166#2761#3662#278755#5843#55307#62651#2004#219#162141#54#810#5081#32569#495#2915#326048#2043#278132#24276#818447#5327#157868#523215#4527#175399#180046#4468#55369#334085#3504#205410#82158#7669#66664#4789#173781#5088#1704#4522#276416#7061#205419#4427#64369#186984#396#1730
55847,444832#856473#178503#166588#66617#444305#12119#169531#344119#805527#193705#176927#3937#195048#9308#1032#75778#12415#196296#55866#227052#638849#56005#575781#4533#167040#53401#736760#319737#286299#567329#398373#7846#191011#65011#9560#376272#3502#177818#344101#166495#260806#51574#450660#17812#853733#855897#180947#57703#154346
274767,34885#7846#220051#59566#73340#506415#11847#165102#7684#73695#13729#75542#280077#450807#72174#175273#163197#6534#14290#36994#812921#75513#59069#73058#205868#445900#154501#450#808826#827745#302775#308123#221025#583906#27343#257339#2346#160015#75622#155524#13727#1357#10925#4703#188092#4229#72248#40#12424#59207
9516,182852#458902#74029#2886#9709#16373#9801#1061#9373#376067#76574#9796#9357#197203#779216#186385#1540#46705#160865#6523#187061#9404#158907#9545#73788#35085#197207#395479#9581#319999#674947#601805#198688#5081#855773#72395#2025#75795#2297#5179#503578#830956#855897#4500#9392#9838#2973#215138#680#158627
11869,164600#53425#1937#516981#11963#514234#221641#857569#439#857695#829174#818445#173736#158482#63390#668194#862628#66337#184920#2723#366571#814896#319737#168557#23632#70822#711397#799223#184467#50058#167926#29007#271160#7514#38238#66143#828393#169178#54#2557#1626#5115#55847#274767#9516#855997#59890#150112#32715#313235
855997,75778#507851#44535#51067#636106#156477#69569#59079#852363#183232#10566#226919#5081#552694#70931#184742#2773#170760#804393#5184#159037#3460#165272#455207#11541#3900#531#220778#7689#12817#221641#857569#439#857695#829174#818445#173736#158482#63390#668194#862628#66337#184920#2723#366571#814896#319737#168557#23632#70822
59890,697561#59559#72809#11920#781557#776125#852890#164535#660616#538068#8219#328958#32038#180781#31438#24390#329486#828433#17861#1007#59700#3889#844#6523#375998#65429#154004#16992#436070#12035#852580#2953#856841#47720#10901#59858#1232#31741#31823#855773#4603#425758#53665#819#652#3246#434780#51067#222728#25048
150112,863445#858536#213818#550391#39802#175399#226538#76554#1844#1070#225718#6106#667#3922#11658#551271#485532#23840#391897#4379#484474#4504#31267#31429#56544#3462#321563#454530#9624#7271#278755#4234#220#12137#715144#1483#3915#63017#198595#3792#30469#341348#165265#9535#226942#2051#344#1728#7099#434780
32715,6039#66905#222164#280132#4016#191592#93#158721#2500#2338#72075#100#823796#2335#24581#188095#5043#1092#35826#280149#5767#680097#154000#158016#48302#482751#31687#32677#33208#480499#1099#606022#1544#2013#223578#3042#11254#791#651#5834#32607#214936#219143#819247#160815#436035#178370#3432#5574#1695
313235,263233#34743#274736#178702#207885#665513#37768#389967#322112#68544#166590#280214#316604#11614#562676#11860#206537#344119#155502#158074#181986#399242#49154#207229#11835#202075#777335#3095#158099#180488#448326#75607#4758#853781#23017#166128#59015#9595#34508#501676#526242#204572#368627#3657#68877#199361#360778#158266#612195#75461
862473,672070#47925#48295#722110#155918#159381#221641#857569#439#857695#829174#818445#173736#158482#63390#668194#862628#66337#184920#2723#366571#814896#319737#168557#23632#70822#711397#799223#184467#50058#167926#29007#271160#7514#38238#66143#828393#169178#54#2557#1626#5115#55847#274767#9516#11869#855997#59890#150112#32715
170888,532#7200#2374#46303#441915#205962#186597#207633#839372#533#830668#71455#640#67406#207956#171808#3894#71308#39520#2675#32938#849572#33234#428486#24348#4567#229059#357917#3614#251551#5869#32570#391#2371#29658#4364#838781#3609#772422#221641#857569#439#857695#829174#818445#173736#158482#63390#668194#862628
659346,184951#4131#2242#7838#2279#66497#2239#324778#350102#428980#170013#158031#227414#176501#13791#274779#2215#377638#567227#51721#10870#8406#9746#808877#409788#823971#201236#347098#3827#260806#52809#207#168939#12245#180134#3929#7694#4448#349547#891#9831#154016#206780#776967#2426#4522#536009#858074#510726#319766
54934,54938#184676#173760#169818#64598#63804#282831#61170#2512#4517#3429#158913#33167#176316#17080#3447#1152#1881#3922#169193#540064#215706#8050#3095#200322#59700#11589#277423#161070#2360#411706#2734#161269#16421#157734#2724#279073#72543#271566#160891#286#216748#368501#54894#170597#8406#2390#12140#1232#4336
31150,583446#320017#226497#712257#59843#426086#272025#8556#168057#41118#71417#425546#26195#3972#11429#193456#282586#32454#6488#4335#224408#167333#27#179107#3556#1868#34831#9792#53416#541771#399664#33431#59231#42949#2450#32709#67008#5363#59797#72914#25769#2785#230552#46651#160973#9621#673410#179984#225708#809035
939,669126#32790#32607#24888#2953#857#821#3804#223360#2862#31687#1122#8007#10974#439#1118#189922#551175#500061#395806#156548#430802#277376#451262#52113#52101#52837#5913#2556#9580#272297#24839#54796#2995#324485#499477#261024#778236#412388#274699#9373#5516#55307#4103#691320#76654#860034#5570#562562#202098
849578,849661#849652#849573#849574#849209#849583#843032#628064#853777#849569#191667#627973#849575#855861#849660#30874#29189#668807#4223#3030#9849#849654#276382#235860#29585#336282#5611#621858#2388#12020#691305#12068#180495#190516#849572#202795#781655#849584#1326#170127#958#691190#786#648963#669154#63582#204974#54993#189089#843033
159479,814602#272973#448324#264759#168643#5775#226509#363929#161035#73058#533#9831#272846#824289#189899#2426#3475#161038#3956#314442#729171#159442#71325#161062#540344#8206#327166#71029#180754#66304#75063#293303#2851#11963#119#301337#221641#857569#439#857695#829174#818445#173736#158482#63390#668194#862628#66337#184920#2723
8012,57127#450660#207247#14956#7669#4215#158724#32790#656#178340#158658#66242#182988#1167#818306#676351#221085#211811#2969#9736#541521#33438#1805#7158#211284#56643#765564#7495#166#1483#11706#2524#788471#3978#59635#856436#771963#33511#4023#30916#1530#157251#80783#8623#2628#532189#33208#33959#5218#10974
9776,202771#52113#455170#1296#66337#10659#28046#9418#601662#6405#51424#443526#53878#158252#5126#178444#9800#26995#250566#155956#9566#427860#818306#9464#963#16514#11875#155499#3657#2969#53511#4533#1049#58842#35738#33516#177331#377638#358#63573#671#2708#9481#9537#23363#439568#9574#47047#575858#34208
853962,756845#850642#849091#10907#220608#857160#221641#857569#439#857695#829174#818445#173736#158482#63390#668194#862628#66337#184920#2723#366571#814896#319737#168557#23632#70822#711397#799223#184467#50058#167926#29007#271160#7514#38238#66143#828393#169178#54#2557#1626#5115#55847#274767#9516#11869#855997#59890#150112#32715
853639,468#221641#857569#439#857695#829174#818445#173736#158482#63390#668194#862628#66337#184920#2723#366571#814896#319737#168557#23632#70822#711397#799223#184467#50058#167926#29007#271160#7514#38238#66143#828393#169178#54#2557#1626#5115#55847#274767#9516#11869#855997#59890#150112#32715#313235#862473#170888#659346#54934
174360,455378#525996#29302#173739#29295#29267#29365#29313#227101#10572#6111#179696#53368#1134#160773#10780#242336#29274#814609#813861#35834#1562#3183#33809#809334#696172#11859#714768#53346#34278#858077#8146#14292#505610#858081#51067#228325#175279#29307#779383#11915#464709#759860#158471#840335#68541#11847#4122#858082#275549
2504,1280#164038#5165#5377#184152#180927#19737#746930#206289#2522#2770#64996#76013#3955#17815#2394#160514#167422#499477#59194#3987#69790#42513#25710#328958#168138#208044#7112#5188#11610#679514#199836#217050#450#3042#11666#69982#63951#68662#56544#2335#757#155910#277385#58868#766873#182236#304992#161343#11573
7097,7300#413723#28755#28796#1828#156438#61727#154509#156486#523156#182852#52207#32605#540#734568#75526#247722#160773#343679#158724#459227#532267#4531#4789#367001#184566#75390#820827#855551#160016#164675#12202#30426#25710#1061#506915#178482#4103#383679#177594#155521#843027#590#192594#203502#357949#184249#1562#278504#50005
350122,73079#347093#852156#3164#6304#9407#850009#37281#348977#356305#443299#8008#75883#1960#212641#2969#270565#226509#27558#75873#436463#75524#435527#76014#466#77565#786639#452535#9815#528152#275471#46811#2868#502749#3315#187296#157583#12422#12409#60217#37430#54024#54103#72719#5754#430#11824#8028#606022#7654
187876,6110#1664#441556#4347#28875#284#28936#2768#195120#11862#32569#25335#5147#491404#228#1309#849961#856781#3735#423957#550267#166243#160935#29705#175791#422043#63524#6477#852904#29742#657027#75116#5130#206374#5993#850#31438#2276#855589#422087#26995#3565#563376#71071#10680#272717#164442#676351#805083#24888
331831,66223#4480#164453#4148#16100#222273#221641#857569#439#857695#829174#818445#173736#158482#63390#668194#862628#66337#184920#2723#366571#814896#319737#168557#23632#70822#711397#799223#184467#50058#167926#29007#271160#7514#38238#66143#828393#169178#54#2557#1626#5115#55847#274767#9516#11869#855997#59890#150112#32715
155919,222532#13728#222348#225590#50492#182988#168643#11840#178374#274437#44624#70523#394003#9602#9615#30093#47724#72954#796487#482740#160168#5597#158074#32505#2467#546580#46993#12278#38291#50493#27639#10675#9366#66174#278504#44935#862214#44673#854490#187188#31788#46303#14292#551665#31462#24135#50483#160534#22065#44535
12410,1148#786764#155918#4959#14290#72207#522136#224728#13728#13700#40#830127#12406#3439#10993#7047#174492#72209#212034#1460#12408#805341#72231#505610#168657#227286#72927#222369#4122#3061#319722#504167#527079#72358#72245#3050#158977#59071#8043#220602#69124#160773#60217#47833#59179#72225#36205#74948#165649#674999
9545,9777#9540#9789#275442#1577#179083#40198#689514#227131#9535#54755#1387#56370#5221#4476#525941#46528#41118#4549#623#160241#806046#60345#4221#1742#434014#441915#25743#9338#9537#831#65796#195932#40647#365677#9443#9518#33232#9516#207633#5179#192182#5603#66170#1166#4500#9445#17777#9608#327
64952,818117#215781#252553#158751#151709#193705#166278#270646#76118#221805#3068#460039#497027#182268#7772#272925#211278#432207#434026#174484#57484#470341#464709#195438#15836#50502#184853#316144#41238#242336#160238#159710#13784#67655#222828#38234#35511#37886#167949#60338#43516#221090#174360#181517#1020#9058#203032#347233#16407#182052
265863,3700#279073#22227#8085#11856#22122#6556#604#11624#857973#181974#11870#465035#7142#221641#857569#439#857695#829174#818445#173736#158482#63390#668194#862628#66337#184920#2723#366571#814896#319737#168557#23632#70822#711397#799223#184467#50058#167926#29007#271160#7514#38238#66143#828393#169178#54#2557#1626#5115
846129,846130#846131#214744#828267#76454#1218#59111#392510#1630#990#854102#823174#12034#465035#357#221641#857569#439#857695#829174#818445#173736#158482#63390#668194#862628#66337#184920#2723#366571#814896#319737#168557#23632#70822#711397#799223#184467#50058#167926#29007#271160#7514#38238#66143#828393#169178#54#2557#1626
187859,824738#784673#457754#801242#8730#2529#426024#334#2001#1516#221034#72427#228413#24348#1707#275514#772141#222119#70534#71305#154566#3504#213450#71029#414809#339170#222#220603#455207#28#330010#71587#826768#726235#202465#70823#3781#638794#7689#119#178425#221641#857569#439#857695#829174#818445#173736#158482#63390
24824,316752#11096#491607#30067#274335#10780#10572#30133#7670#30039#1613#30875#2617#24815#12033#773732#5147#3318#852253#28840#37847#601#23612#1021#496095#30074#14292#24051#11587#580854#4695#30051#25325#159381#11862#157743#821256#23047#24075#24348#830127#504167#360923#858095#11235#847385#505610#759860#2851#43579
9802,852896#1272#852888#158724#9418#186872#206537#158252#57187#9677#207939#33382#827#4754#567227#9293#9343#478920#198688#16096#13723#162355#994#34202#25742#14206#3315#9566#33631#205389#160310#681146#155912#606022#7233#699657#38706#187277#1234#516981#72654#5184#526610#2351#36857#9819#226505#275261#8007#158072
438511,675892#41354#422715#810104#5543#2572#66626#318357#24428#75448#35786#213064#160025#4445#159992#9290#176060#4474#1922#448995#480430#11185#21233#159797#30052#197165#159364#930#235860#9300#7527#17069#815833#203946#600126#11646#505603#458171#1187#714340#680097#4428#270391#43397#68976#288103#716698#45308#194056#15897
5169,54076#397261#782315#5823#855551#830233#11871#16394#5993#56683#189421#1479#160439#38554#33357#11718#178861#3131#32042#2718#282586#43#379686#4136#542426#15651#665447#9816#4696#541579#1026#59143#47713#186597#13781#18412#17729#42949#5342#32709#40130#10871#14206#181001#2529#23669#409586#160546#24053#160310
32436,54794#315056#434014#778696#5885#164829#4635#75542#672070#1070#39692#322350#1740#40041#293#53361#244#71308#247892#9299#3956#16100#216472#53348#15823#56172#158083#5565#72434#3611#183132#414809#816854#6522#455207#330010#3655#1353#11990#7689#12025#157963#28632#357#857160#178425#221641#857569#439#857695
7207,48078#30168#25222#45212#2411#6106#3120#4504#80529#33794#1516#1754#30051#669198#183225#1493#11862#1021#6864#220778#269069#514235#221641#857569#439#857695#829174#818445#173736#158482#63390#668194#862628#66337#184920#2723#366571#814896#319737#168557#23632#70822#711397#799223#184467#50058#167926#29007#271160#7514
220599,3162#6535#23015#177877#819336#582535#2678#4379#280823#8024#1664#5173#23047#31422#47872#69794#358494#68946#363548#31432#4817#24348#31141#2583#2355#357917#32589#15823#562520#11900#49964#555#227131#11985#521588#856506#633077#39339#170256#9512#9802#826012#201678#2768#49752#192399#56683#208044#2110#31438
165677,47114#205066#218726#68299#8433#771775#164241#178444#475156#286172#166278#49058#73453#526242#815435#811884#219286#219285#168557#734569#382973#445185#191427#388526#180947#470341#50489#73573#171103#68558#44704#161035#159710#361513#191801#849664#411529#11772#6615#176069#31777#275277#189184#819247#855898#222369#68177#11912#644330#222309
541521,5467#5620#66905#377654#159661#7455#560954#222303#276050#3009#167378#32790#656#809253#6243#206358#40050#71707#76484#11205#5570#672253#221085#46705#211084#11767#5591#170618#9960#33516#219088#162346#9614#72332#562525#60135#1069#66801#12137#520006#541577#831#4292#2037#71213#157775#466#538254#195683#160240
67087,66984#27#67449#278655#9486#53470#66326#73623#71994#35399#195666#32650#46720#3005#168046#191188#38706#167422#724800#178519#2988#1061#180781#66985#60175#59015#71102#275341#2818#507575#858303#517070#247111#387340#360778#1280#67583#158377#168264#159797#464528#5049#7581#189619#165649#218644#852580#274598#514259#67904
24010,17092#164935#2901#9061#207813#831344#20441#786787#1503#24845#165410#632219#3316#221641#857569#439#857695#829174#818445#173736#158482#63390#668194#862628#66337#184920#2723#366571#814896#319737#168557#23632#70822#711397#799223#184467#50058#167926#29007#271160#7514#38238#66143#828393#169178#54#2557#1626#5115#55847
76007,46993#75719#36166#77940#752700#804393#482016#257339#221641#857569#439#857695#829174#818445#173736#158482#63390#668194#862628#66337#184920#2723#366571#814896#319737#168557#23632#70822#711397#799223#184467#50058#167926#29007#271160#7514#38238#66143#828393#169178#54#2557#1626#5115#55847#274767#9516#11869#855997#59890
178517,52689#852340#165254#226390#279191#197053#9558#33794#469427#207422#846#7047#856835#269069#221641#857569#439#857695#829174#818445#173736#158482#63390#668194#862628#66337#184920#2723#366571#814896#319737#168557#23632#70822#711397#799223#184467#50058#167926#29007#271160#7514#38238#66143#828393#169178#54#2557#1626#5115
54010,550391#849936#461545#766624#852176#55596#196298#183382#9786#428734#985#156165#252553#158715#57054#811731#5221#4516#402222#676346#270373#56575#160439#818224#154544#3364#69907#11535#222026#774084#816974#46856#411706#5531#2009#31267#3461#2712#1557#34116#2027#10712#160046#1069#11924#214#30742#11501#822339#855773
773732,30133#30091#7670#316752#11096#30074#30067#12033#10780#30039#30103#847385#274335#37847#830127#505610#821256#174605#12037#858085#28875#11640#496095#159381#30093#43579#813324#24824#759860#30043#14292#819249#24181#601#858095#173739#475#10572#30073#72927#338984#714733#25325#174492#714746#513584#47038#714844#271187#30051
214978,234178#2450#8135#155526#155525#170885#155524#120#206289#858969#217722#226498#14080#59113#290166#32240#158540#509881#167617#638818#3094#77940#805527#1121#4459#3095#858075#2395#274231#200322#163886#276079#75679#68662#159269#3657#279073#68877#31784#172418#445114#978#271566#197165#827589#2996#31476#226600#68954#2708
3977,837728#155444#849085#839369#849089#13651#633543#854102#12078#823971#824652#825913#617879#6288#656252#159574#849654#632175#2068#839370#262912#816817#287096#808517#168100#475906#849087#739761#537445#162280#1271#849245#849549#1584#849059#782315#2286#184402#836540#155502#181986#158723#6286#562562#7322#948#163785#551997#209636#816841
859064,156616#749087#475907#858038#231269#156615#849246#287096#758157#10868#3669#158512#6288#368#3788#816963#52858#854037#491638#853906#856740#857997#6286#189518#762554#551997#854490#227414#1280#749744#1888#11476#862078#31768#319737#806429#715144#597721#30700#472683#156617#76864#4732#580465#852340#862118#157636#269069#830123#1770
227883,541697#948#762086#7395#801242#801246#68989#625622#9706#3219#2120#10592#339983#409435#231269#70414#61640#1687#7317#841464#221641#857569#439#857695#829174#818445#173736#158482#63390#668194#862628#66337#184920#2723#366571#814896#319737#168557#23632#70822#711397#799223#184467#50058#167926#29007#271160#7514#38238#66143
184744,75252#386#1477#7474#221641#857569#439#857695#829174#818445#173736#158482#63390#668194#862628#66337#184920#2723#366571#814896#319737#168557#23632#70822#711397#799223#184467#50058#167926#29007#271160#7514#38238#66143#828393#169178#54#2557#1626#5115#55847#274767#9516#11869#855997#59890#150112#32715#313235#862473
159229,165704#436#176987#32786#308123#425449#3414#68852#68558#188122#222309#11563#69614#395806#235947#33422#15045#652907#188092#191408#174021#154461#163348#11893#16394#623441#72852#159179#213030#7470#12358#168779#274199#3952#75934#526242#278518#47289#482014#9508#158072#11057#15640#225977#31246#33410#274598#41489#161433#696119
9095,849484#765911#159562#826999#814594#370198#1325#158774#702081#71969#9634#309921#2052#50493#858035#198495#24491#521492#226099#34208#9129#714769#814896#840335#814574#852068#2505#416505#9661#4771#12145#7737#562632#699657#53876#1126#10624#214489#46774#11914#36921#503#336061#16407#14947#161053#11986#1160#1353#71667
